transaction_id,device_id,device_type,tran_code,mcc,client_id,card_type,pin_inc_count,card_status,sum,oper_type,balance,ip_city,day_of_week,hour_of_day,month,anomaly
9738548,982,4,30,5840,969838140,1,0,0,510.14,8,657555.16,22,1,8,7,True
9903445,1246,0,10,7152,969838140,1,0,0,509.82,0,658064.98,23,4,5,8,True
1067609,549,1,10,4029,198328433,1,0,0,331.94,6,917971.94,17,1,12,1,True
1732194,1044,0,10,3995,198328433,1,0,0,331.96,6,918303.9,11,1,0,1,True
2003431,1405,4,25,4121,198328433,1,0,0,332.12,8,917971.78,24,0,7,2,True
2034151,677,0,10,5991,198328433,1,0,0,331.96,6,918303.74,24,0,23,2,True
2495783,1092,1,25,5991,198328433,1,0,0,332.12,8,917971.62,18,0,22,3,True
2551330,51,0,10,4029,198328433,1,0,0,332.04,6,918303.66,20,2,23,4,True
2655036,1092,1,25,2777,198328433,1,0,0,332.11,8,917971.55,18,2,3,6,True
2721550,1065,0,10,8039,198328433,1,0,0,331.99,6,918303.54,11,6,4,6,True
2759970,117,1,-1,4121,198328433,1,1,0,332.36,4,918303.54,18,2,13,6,True
2853733,37,3,25,6990,198328433,1,0,0,332.2,8,917971.34,11,0,13,6,True
2961518,550,0,10,4164,198328433,1,0,0,331.9,6,918303.24,17,3,17,9,True
3055966,1092,1,451,5777,198328433,1,0,0,332.01,7,917971.23,18,2,18,9,True
3199286,319,0,20,7328,198328433,1,0,0,332.14,5,917639.09,11,1,0,11,True
3205159,117,1,451,6990,198328433,1,0,0,331.74,7,917307.35,18,4,7,11,True
3341230,384,3,-1,4058,198328433,1,1,0,332.18,1,917307.35,25,6,4,11,True
3405677,1434,0,30,8843,198328433,1,0,0,331.84,8,916975.51,24,5,1,12,True
3826290,117,1,30,4865,198328433,1,0,0,331.99,8,916643.52,18,6,2,12,True
3896687,942,0,10,9793,198328433,1,0,0,331.85,6,916975.37,24,1,17,12,True
4158304,135,2,451,4058,198328433,1,0,0,331.92,7,916643.45,18,6,1,12,True
4310810,1092,1,451,5991,198328433,1,0,0,331.88,7,916311.57,18,2,4,3,True
4379429,117,1,30,4029,198328433,1,0,0,332.05,8,915979.52,18,4,11,3,True
4533504,1037,0,20,4700,198328433,1,0,0,332.19,3,915647.33,11,1,9,3,True
4695142,37,3,-1,4700,198328433,1,1,0,332.29,4,915647.33,11,1,1,3,True
4754733,71,1,451,3995,198328433,1,0,0,332.1,7,915315.23,20,6,5,3,True
4878608,1434,0,30,7328,198328433,1,0,0,331.95,8,914983.28,24,4,18,6,True
4940665,327,0,20,8843,198328433,1,0,0,332.34,3,914650.94,11,3,5,6,True
4968792,649,0,20,3995,198328433,1,0,0,332.09,5,914318.85,24,0,1,7,True
5153571,1010,0,20,7855,198328433,1,0,0,332.02,5,913986.83,26,2,14,7,True
5208645,135,2,30,4366,198328433,1,0,0,332.19,8,913654.64,18,1,8,8,False
5469634,384,3,30,7328,198328433,1,0,0,331.97,8,913322.67,25,6,0,8,True
6650444,1092,1,451,7407,198328433,1,0,0,332.12,7,912990.55,18,5,4,9,True
6933543,1405,4,30,4029,198328433,1,0,0,332.11,8,912658.44,24,2,8,9,True
7189512,542,0,20,4366,198328433,1,0,0,332.1,5,912326.34,17,3,7,9,True
7392999,71,1,30,2052,198328433,1,0,0,331.98,8,911994.36,20,4,18,10,False
7940148,1434,0,30,3995,198328433,1,0,0,331.79,8,911662.57,24,2,11,10,True
8014351,677,0,10,4700,198328433,1,0,0,331.84,6,911994.41,24,3,6,10,True
8290884,656,2,20,7935,198328433,1,0,0,332.3,3,911662.11,18,6,17,11,True
8361043,1092,1,-1,4908,198328433,1,1,0,331.8,1,911662.11,18,5,1,12,True
8613957,1434,0,25,7328,198328433,1,0,0,331.92,8,911330.19,24,4,15,2,True
8735252,1094,0,20,7935,198328433,1,0,0,332.29,5,910997.9,0,5,0,3,True
8768353,1405,4,-1,4908,198328433,1,1,0,331.89,4,910997.9,24,2,12,5,True
9002729,329,1,10,8843,198328433,1,0,0,332.37,6,911330.27,11,6,17,6,True
9058638,135,2,451,4965,198328433,1,0,0,331.83,7,910998.44,18,2,8,7,True
9213887,117,1,451,2777,198328433,1,0,0,332.01,7,910666.43,18,6,17,7,True
9347352,135,2,-1,4164,198328433,1,1,0,331.84,1,910666.43,18,0,12,8,True
9352690,1137,1,10,8843,198328433,1,0,0,332.09,6,910998.52,24,1,3,8,True
9433753,117,1,451,4549,198328433,1,0,0,331.73,7,910666.79,18,1,7,9,True
9487972,1363,0,10,4865,198328433,1,0,0,331.87,0,910998.66,16,2,9,9,True
9652048,71,1,30,3995,198328433,1,0,0,332.09,8,910666.57,20,0,15,9,True
9673046,1090,0,20,7935,198328433,1,0,0,331.93,5,910334.64,18,6,2,10,True
9742598,1434,0,-1,7407,198328433,1,1,0,332.06,4,910334.64,24,0,21,10,True
9999483,1405,4,30,7855,198328433,1,0,0,332.13,8,910002.51,24,3,20,11,True
1432347,1341,4,25,2634,527729205,0,0,0,721.98,8,631160.02,24,6,21,2,True
1581923,1285,1,-1,4952,527729205,0,1,0,721.66,4,631160.02,24,2,0,2,True
1712967,1341,4,25,3499,527729205,0,0,0,722.09,8,630437.93,24,3,4,3,True
1773419,887,2,20,5362,527729205,0,0,0,721.96,5,629715.97,27,2,16,3,True
1868787,1075,0,20,5411,527729205,0,0,0,721.74,5,628994.23,18,4,11,4,True
1911006,572,0,20,9799,527729205,0,0,0,721.94,3,628272.29,11,5,18,5,True
2015243,1388,1,451,4952,527729205,0,0,0,722.02,7,627550.27,24,5,10,6,True
2021103,1341,4,-1,5362,527729205,0,1,0,721.83,4,627550.27,24,6,4,7,True
2654527,1388,1,25,3499,527729205,0,0,0,722.04,8,626828.23,24,4,15,7,False
2742708,631,3,25,4141,527729205,0,0,0,722.06,8,626106.17,11,5,23,8,True
2794269,212,4,451,8581,527729205,0,0,0,722.1,7,625384.07,9,2,22,10,False
3061611,208,0,451,9799,527729205,0,0,0,722.24,7,624661.83,9,3,16,10,True
3078470,726,0,20,2634,527729205,0,0,0,722.24,3,623939.59,11,4,21,11,True
3099486,305,1,10,5411,527729205,0,0,0,721.91,6,624661.5,4,2,23,12,True
3148953,1421,0,10,6075,527729205,0,0,0,722.06,6,625383.56,24,2,7,12,True
3260926,1315,0,10,7333,527729205,0,0,0,721.77,0,626105.33,5,0,16,1,True
3710054,1388,1,25,3560,527729205,0,0,0,722.15,8,625383.18,24,2,16,1,True
3760785,1341,4,451,2734,527729205,0,0,0,721.95,7,624661.23,24,1,4,1,True
3869604,212,4,451,8779,527729205,0,0,0,721.88,7,623939.35,9,0,10,1,True
3873801,1467,0,20,7333,527729205,0,0,0,722.19,5,623217.16,11,4,19,2,True
3893719,956,1,-1,6075,527729205,0,1,0,722.14,4,623217.16,13,2,9,3,True
3911992,1388,1,-1,1290,527729205,0,2,0,722.2,4,623217.16,24,3,16,3,True
4423127,631,3,30,8779,527729205,0,0,0,722.18,8,622494.98,11,1,21,3,True
4460021,1341,4,451,7782,527729205,0,0,0,722.25,7,621772.73,24,4,22,4,True
4499517,585,2,30,2734,527729205,0,0,0,721.96,8,621050.77,11,3,2,4,True
4866761,631,3,25,9799,527729205,0,0,0,722.04,8,620328.73,11,6,7,4,True
4922866,208,0,30,2734,527729205,0,0,0,722.06,8,619606.67,9,0,6,6,True
5022082,212,4,25,7782,527729205,0,0,0,722.2,8,618884.47,9,4,2,7,True
5093840,212,4,-1,5411,527729205,0,1,0,721.99,4,618884.47,9,2,23,7,True
5290073,1270,1,10,1290,527729205,0,0,0,721.95,6,619606.42,23,3,12,8,True
5424685,1388,1,451,8779,527729205,0,0,0,722.18,7,618884.24,24,2,22,8,True
5463607,1341,4,451,2634,527729205,0,0,0,721.94,7,618162.3,24,4,2,8,True
5655529,939,0,10,4135,527729205,0,0,0,721.9,6,618884.2,24,1,10,8,True
5783930,956,1,25,5987,527729205,0,0,0,721.79,8,618162.41,13,3,11,8,True
5827883,585,2,30,9011,527729205,0,0,0,722.11,8,617440.3,11,3,17,10,True
6418551,1285,1,451,1804,527729205,0,0,0,722.13,7,616718.17,24,3,19,10,True
6814263,454,1,10,6075,527729205,0,0,0,721.9,0,617440.07,13,3,0,11,True
7120725,664,2,20,2734,527729205,0,0,0,722.19,3,616717.88,18,0,23,11,True
7244955,542,0,10,8779,527729205,0,0,0,722.07,6,617439.95,17,3,10,11,True
7273573,1285,1,-1,5987,527729205,0,1,0,721.55,1,617439.95,24,5,2,11,True
7521054,1341,4,451,2734,527729205,0,0,0,722.03,7,616717.92,24,5,3,12,True
7634826,585,2,451,9799,527729205,0,0,0,722.18,7,615995.74,11,1,10,1,True
8341578,267,0,20,1804,527729205,0,0,0,722.17,5,615273.57,6,0,1,2,True
8379882,1388,1,30,5361,527729205,0,0,0,722.06,8,614551.51,24,5,10,3,True
8440454,1388,1,451,9799,527729205,0,0,0,721.82,7,613829.69,24,0,21,4,True
8563889,585,2,-1,6869,527729205,0,1,0,722.15,4,613829.69,11,2,1,4,True
8624321,1388,1,30,6869,527729205,0,0,0,722.01,8,613107.68,24,0,7,5,True
8668307,215,0,20,7333,527729205,0,0,0,722.09,5,612385.59,9,2,11,5,True
8670753,360,0,10,5976,527729205,0,0,0,722.3,0,613107.89,24,6,3,6,True
8845288,1388,1,451,8779,527729205,0,0,0,721.88,7,612386.01,24,5,14,6,True
9032399,1388,1,25,6075,527729205,0,0,0,722.08,8,611663.93,24,1,2,7,True
9073126,1285,1,30,2734,527729205,0,0,0,722.29,8,610941.64,24,1,19,7,True
9170912,585,2,30,4135,527729205,0,0,0,722.15,8,610219.49,11,4,21,8,True
9566621,635,2,20,5987,527729205,0,0,0,721.88,5,609497.61,24,2,6,9,True
9619741,1388,1,451,2634,527729205,0,0,0,722.11,7,608775.5,24,1,14,10,True
9843428,1388,1,451,9011,527729205,0,0,0,722.0,7,608053.5,24,6,5,11,True
1046125,942,0,20,7296,298813281,0,0,0,624.88,5,265488.12,24,4,19,1,True
1479203,1060,1,451,5975,298813281,0,0,0,624.8,7,264863.32,11,0,9,2,True
1673125,780,0,30,2285,298813281,0,0,0,625.01,8,264238.31,14,6,11,3,True
1795772,318,0,10,2759,298813281,0,0,0,625.09,6,264863.4,11,2,9,3,True
1833481,909,2,451,8853,298813281,0,0,0,624.97,7,264238.43,18,2,3,4,True
1934820,1304,0,10,3600,298813281,0,0,0,624.89,6,264863.32,5,6,3,5,True
2064682,1415,4,30,7296,298813281,0,0,0,625.22,8,264238.1,24,5,16,5,True
2216312,341,0,20,3600,298813281,0,0,0,624.96,5,263613.14,24,1,12,6,True
2228761,1314,2,20,5868,298813281,0,0,0,625.0,5,262988.14,5,6,18,7,True
2424850,1060,1,30,5078,298813281,0,0,0,624.82,8,262363.32,11,3,16,7,True
2545600,1415,4,30,4776,298813281,0,0,0,625.02,8,261738.3,24,2,11,11,True
2637926,1415,4,451,5781,298813281,0,0,0,625.2,7,261113.1,24,4,16,12,True
2742558,44,4,30,7010,298813281,0,0,0,624.79,8,260488.31,24,4,15,1,True
2876602,780,0,-1,4832,298813281,0,1,0,624.84,1,260488.31,14,5,12,1,True
2941539,44,4,-1,4776,298813281,0,2,0,625.2,4,260488.31,24,6,15,1,True
2959083,44,4,30,3600,298813281,0,0,0,625.17,8,259863.14,24,5,10,2,True
2966198,587,2,20,9785,298813281,0,0,0,624.94,3,259238.2,24,3,19,2,True
3369762,1060,1,451,6816,298813281,0,0,0,625.01,7,258613.19,11,1,21,2,True
3672154,1060,1,25,9994,298813281,0,0,0,625.07,8,257988.12,11,3,11,3,True
4170481,303,0,20,8275,298813281,0,0,0,625.02,5,257363.1,4,1,23,5,True
4318752,117,1,10,3831,298813281,0,0,0,625.09,0,257988.19,18,2,10,5,True
4527832,909,2,451,4477,298813281,0,0,0,624.99,7,257363.2,18,2,4,5,True
4641801,909,2,-1,4776,298813281,0,1,0,625.08,1,257363.2,18,2,20,8,True
4768348,1060,1,-1,8350,298813281,0,2,0,625.04,1,257363.2,11,5,12,9,True
4852606,238,0,20,5781,298813281,0,0,0,625.0,5,256738.2,26,2,22,10,True
4985798,1415,4,451,1123,298813281,0,0,0,624.89,7,256113.31,24,6,4,10,True
5214856,780,0,-1,3600,298813281,0,1,0,625.1,1,256113.31,14,6,10,10,True
5373758,780,0,25,4776,298813281,0,0,0,624.89,8,255488.42,14,3,7,11,True
5382943,28,1,10,3831,298813281,0,0,0,625.02,6,256113.44,11,4,20,12,True
5463280,44,4,-1,6816,298813281,0,1,0,624.66,1,256113.44,24,3,22,12,True
5489972,780,0,451,8131,298813281,0,0,0,624.92,7,255488.52,14,2,9,1,True
5908473,547,4,451,7296,298813281,0,0,0,625.03,7,254863.49,17,6,11,1,True
5952158,909,2,30,7179,298813281,0,0,0,625.01,8,254238.48,18,5,23,1,True
6077929,1060,1,-1,2285,298813281,0,1,0,625.2,1,254238.48,11,1,10,2,True
6311461,1415,4,451,5868,298813281,0,0,0,624.99,7,253613.49,24,2,13,2,True
6488114,145,0,10,8350,298813281,0,0,0,624.78,0,254238.27,18,4,19,2,True
6627488,679,0,20,7179,298813281,0,0,0,624.79,3,253613.48,24,3,13,3,True
7102634,68,0,10,5078,298813281,0,0,0,625.14,6,254238.62,20,3,22,3,True
7579487,525,0,10,5781,298813281,0,0,0,625.16,6,254863.78,18,0,16,3,True
7826779,909,2,451,1123,298813281,0,0,0,625.12,7,254238.66,18,6,0,3,True
7890389,909,2,-1,3600,298813281,0,1,0,625.11,4,254238.66,18,6,4,4,True
8210593,479,2,20,6275,298813281,0,0,0,624.95,5,253613.71,5,3,8,5,True
8387478,1060,1,25,5417,298813281,0,0,0,624.88,8,252988.83,11,6,1,5,True
8469584,1060,1,25,1855,298813281,0,0,0,624.89,8,252363.94,11,2,8,6,True
8577458,909,2,451,2285,298813281,0,0,0,624.96,7,251738.98,18,5,0,6,True
8592025,204,0,20,4832,298813281,0,0,0,624.96,5,251114.02,9,6,15,7,True
8677352,312,0,10,5781,298813281,0,0,0,625.03,0,251739.05,4,1,11,9,True
9021395,865,0,10,7010,298813281,0,0,0,625.03,6,252364.08,24,2,5,10,True
9363812,1160,0,20,3600,298813281,0,0,0,625.26,5,251738.82,15,2,10,10,True
9832895,1060,1,-1,1855,298813281,0,1,0,625.15,1,251738.82,11,6,14,10,True
9882861,1415,4,25,8131,298813281,0,0,0,625.1,8,251113.72,24,1,22,10,True
9921631,44,4,30,9494,298813281,0,0,0,624.9,8,250488.82,24,3,17,11,True
1761966,522,0,10,1537,443427305,1,0,0,171.75,6,645138.75,18,4,9,1,True
1840353,1436,0,20,5009,443427305,1,0,0,172.42,3,644966.33,24,0,11,1,True
2005963,457,0,10,1072,443427305,1,0,0,172.67,6,645139.0,13,5,13,2,True
2017691,279,2,30,7014,443427305,1,0,0,172.04,8,644966.96,24,0,9,3,True
2175570,987,4,451,6416,443427305,1,0,0,171.96,7,644795.0,22,3,5,3,True
2420731,279,2,451,5412,443427305,1,0,0,172.02,7,644622.98,24,0,8,4,True
2914259,885,3,-1,5689,443427305,1,1,0,171.72,4,644622.98,24,3,3,4,True
3176360,1387,1,10,1829,443427305,1,0,0,172.02,6,644795.0,24,2,17,4,True
3222984,648,3,451,1393,443427305,1,0,0,171.89,7,644623.11,24,6,12,5,True
3308173,882,0,20,5343,443427305,1,0,0,171.88,5,644451.23,27,5,0,5,True
3387338,279,2,25,4916,443427305,1,0,0,172.12,8,644279.11,24,1,4,6,True
3661705,314,0,20,5412,443427305,1,0,0,172.12,5,644106.99,4,6,11,7,True
3798285,648,3,-1,4916,443427305,1,1,0,171.76,4,644106.99,24,0,4,8,True
3858742,279,2,25,8253,443427305,1,0,0,172.0,8,643934.99,24,0,17,8,True
3955980,648,3,451,7156,443427305,1,0,0,171.92,7,643763.07,24,6,1,9,True
3977550,648,3,30,5009,443427305,1,0,0,172.04,8,643591.03,24,0,19,9,True
4165597,711,2,20,7156,443427305,1,0,0,171.99,3,643419.04,18,3,18,9,True
4231549,279,2,-1,7156,443427305,1,1,0,172.08,4,643419.04,24,6,8,9,True
4342649,279,2,-1,1072,443427305,1,2,0,172.17,1,643419.04,24,3,7,9,True
4361830,807,0,10,2521,443427305,1,0,0,171.87,6,643590.91,11,6,15,12,True
4416969,885,3,25,7014,443427305,1,0,0,171.87,8,643419.04,24,1,22,1,True
5134856,266,2,30,2729,443427305,1,0,0,171.8,8,643247.24,6,1,9,1,True
5171867,279,2,25,1537,443427305,1,0,0,171.61,8,643075.63,24,1,19,1,True
5185627,220,0,10,1072,443427305,1,0,0,172.17,6,643247.8,26,6,7,2,True
5245759,266,2,-1,2729,443427305,1,1,0,172.07,4,643247.8,6,0,8,2,True
5657173,266,2,30,4764,443427305,1,0,0,172.08,8,643075.72,6,3,20,3,True
5689148,279,2,451,1072,443427305,1,0,0,172.1,7,642903.62,24,2,23,3,True
5839274,279,2,451,3120,443427305,1,0,0,171.99,7,642731.63,24,6,7,3,True
6000245,312,0,20,2030,443427305,1,0,0,171.94,5,642559.69,4,4,1,3,True
6034680,648,3,451,1393,443427305,1,0,0,171.88,7,642387.81,24,6,9,4,True
6258202,266,2,25,2521,443427305,1,0,0,171.86,8,642215.95,6,2,2,4,True
6352413,1307,0,20,1393,443427305,1,0,0,172.08,5,642043.87,5,5,10,4,True
6356136,149,2,20,4764,443427305,1,0,0,171.96,3,641871.91,18,3,9,5,True
6374756,300,0,20,5689,443427305,1,0,0,172.09,3,641699.82,4,3,20,6,True
6681126,266,2,451,1829,443427305,1,0,0,171.88,7,641527.94,6,3,21,8,True
6839573,885,3,25,6283,443427305,1,0,0,172.1,8,641355.84,24,5,14,8,True
7337206,987,4,451,7855,443427305,1,0,0,171.98,7,641183.86,22,6,4,9,True
7603517,1272,0,10,1829,443427305,1,0,0,171.92,6,641355.78,24,3,4,9,True
8053000,266,2,451,6416,443427305,1,0,0,172.19,7,641183.59,6,1,3,10,True
8133226,279,2,-1,4916,443427305,1,1,0,171.84,4,641183.59,24,6,16,10,False
8298221,885,3,-1,7014,443427305,1,2,0,172.03,1,641183.59,24,1,17,11,True
8439214,558,0,20,8253,443427305,1,0,0,171.91,5,641011.68,17,0,7,11,True
8439530,1256,2,20,1072,443427305,1,0,0,172.09,3,640839.59,23,5,21,12,True
8603296,885,3,451,4764,443427305,1,0,0,171.9,7,640667.69,24,4,9,12,True
8735518,897,0,20,3120,443427305,1,0,0,171.97,3,640495.72,24,0,8,1,True
9188947,987,4,25,6063,443427305,1,0,0,171.97,8,640323.75,22,5,20,2,True
9221982,987,4,25,3882,443427305,1,0,0,172.07,8,640151.68,22,4,20,4,True
9233265,987,4,30,1562,443427305,1,0,0,172.32,8,639979.36,22,1,0,4,True
9396347,987,4,-1,1829,443427305,1,1,0,171.69,1,639979.36,22,3,15,5,True
9470392,108,2,20,5412,443427305,1,0,0,172.0,5,639807.36,3,1,3,5,True
9646917,916,0,10,7570,443427305,1,0,0,172.05,6,639979.41,18,5,20,7,True
9682523,279,2,30,2729,443427305,1,0,0,171.81,8,639807.6,24,2,23,8,True
9816114,883,0,20,2030,443427305,1,0,0,172.0,5,639635.6,24,5,16,9,True
9864566,885,3,451,2030,443427305,1,0,0,172.25,7,639463.35,24,6,10,11,True
1234264,807,0,20,8084,514552667,1,0,0,701.19,3,718764.81,11,3,0,1,True
1315010,1250,1,-1,3534,514552667,1,1,0,700.8,4,718764.81,23,2,10,1,True
1351037,1382,0,10,7968,514552667,1,0,0,701.01,6,719465.82,16,2,20,2,True
1415342,1064,0,20,8141,514552667,1,0,0,701.02,3,718764.8,11,2,2,2,True
1417821,335,4,30,8084,514552667,1,0,0,701.05,8,718063.75,11,5,20,3,True
1689883,1250,1,25,7968,514552667,1,0,0,700.9,8,717362.85,23,5,12,3,True
1803618,29,0,20,7968,514552667,1,0,0,700.7,5,716662.15,11,6,14,5,True
2164079,335,4,451,3306,514552667,1,0,0,700.7,7,715961.45,11,4,4,5,True
2209391,584,0,451,6845,514552667,1,0,0,701.19,7,715260.26,11,0,17,5,True
2329230,260,0,10,2219,514552667,1,0,0,701.1,6,715961.36,6,6,4,8,True
2481844,335,4,451,5678,514552667,1,0,0,701.2,7,715260.16,11,6,23,8,True
2587598,335,4,451,1807,514552667,1,0,0,700.98,7,714559.18,11,5,22,9,True
2779681,1436,0,-1,4509,514552667,1,1,0,701.12,1,714559.18,24,3,19,9,True
3140845,887,2,20,6845,514552667,1,0,0,700.91,5,713858.27,27,6,15,10,True
3182074,300,0,20,3306,514552667,1,0,0,701.05,3,713157.22,4,4,5,10,True
3609368,584,0,451,1961,514552667,1,0,0,701.13,7,712456.09,11,0,15,10,True
3761174,238,0,10,6845,514552667,1,0,0,701.02,6,713157.11,26,2,15,11,True
3807590,335,4,25,3941,514552667,1,0,0,700.86,8,712456.25,11,5,21,11,True
3811551,1186,2,20,3306,514552667,1,0,0,700.84,5,711755.41,24,4,10,12,True
3999884,1009,0,451,8084,514552667,1,0,0,701.03,7,711054.38,26,4,8,12,True
4235424,1009,0,30,8084,514552667,1,0,0,701.24,8,710353.14,26,6,1,1,True
5031148,376,0,20,5678,514552667,1,0,0,700.76,5,709652.38,25,5,3,2,True
5045109,335,4,-1,2219,514552667,1,1,0,701.25,4,709652.38,11,5,12,2,True
5051794,335,4,25,4509,514552667,1,0,0,701.08,8,708951.3,11,0,0,4,True
5254699,584,0,451,3534,514552667,1,0,0,700.83,7,708250.47,11,3,22,5,True
5435836,584,0,-1,6845,514552667,1,1,0,701.11,4,708250.47,11,2,3,6,True
5527910,1009,0,-1,1807,514552667,1,2,0,700.98,4,708250.47,26,5,16,7,True
5578460,1250,1,25,1961,514552667,1,0,0,700.71,8,707549.76,23,6,13,7,True
5730952,584,0,25,8084,514552667,1,0,0,701.3,8,706848.46,11,0,17,8,True
5837548,329,1,10,6845,514552667,1,0,0,700.98,6,707549.44,11,4,20,9,True
6192429,1009,0,-1,7603,514552667,1,1,0,700.96,1,707549.44,26,2,17,9,True
7072082,1436,0,30,4509,514552667,1,0,0,700.89,8,706848.55,24,5,16,10,True
7417597,335,4,451,4509,514552667,1,0,0,700.98,7,706147.57,11,1,7,10,True
7621181,1250,1,451,6845,514552667,1,0,0,700.93,7,705446.64,23,5,7,11,True
7779591,1029,0,20,6845,514552667,1,0,0,701.05,5,704745.59,11,1,12,11,False
8009622,335,4,451,3306,514552667,1,0,0,701.02,7,704044.57,11,2,8,11,True
8231069,1009,0,-1,3534,514552667,1,1,0,701.09,4,704044.57,26,2,15,12,True
8349632,1052,0,20,7603,514552667,1,0,0,700.96,5,703343.61,11,4,12,2,True
8397996,335,4,25,3941,514552667,1,0,0,700.91,8,702642.7,11,5,23,2,True
8481293,1250,1,25,5757,514552667,1,0,0,700.67,8,701942.03,23,3,6,3,True
8547697,1009,0,25,4509,514552667,1,0,0,700.97,8,701241.06,26,6,0,3,True
8565004,335,4,30,3941,514552667,1,0,0,700.68,8,700540.38,11,5,21,3,True
8842681,732,0,10,8084,514552667,1,0,0,701.19,6,701241.57,11,6,12,4,True
8904328,314,0,10,4509,514552667,1,0,0,701.02,0,701942.59,4,6,7,6,True
8987690,1009,0,30,4176,514552667,1,0,0,700.9,8,701241.69,26,3,11,6,True
9090562,335,4,25,8084,514552667,1,0,0,701.24,8,700540.45,11,4,1,7,True
